tab	measurements
measurement	experiment	specimen	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	analysts	description	software_packages	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma	sample	site	location
PKQA-5I_LP-DIR-T-772	PKQA-5I_LP-DIR-T	PKQA-5I	1.0	295.2	32.7	0	0	0	0	10	543	This study	shoemake 2024-11-11 22:38:42	LT-T-Z:LP-DIR-T	g	5609	u	8	273			pmagpy-4.3.7	6.88e-06	8.87e-08	8.07e-08	5.59e-08	PKQA-5	PKQA	PKQA
PKQA-5I_LP-DIR-T-773	PKQA-5I_LP-DIR-T	PKQA-5I	1.2	297.0	32.8	0	0	0	0	11	573	This study	shoemake 2024-11-16 11:47:04	LT-T-Z:LP-DIR-T	g	5610	u	8	273			pmagpy-4.3.7	6.64e-06	9.23e-08	8.35e-08	7.08e-08	PKQA-5	PKQA	PKQA
PKQA-5I_LP-DIR-T-774	PKQA-5I_LP-DIR-T	PKQA-5I	1.0	299.1	33.2	0	0	0	0	12	603	This study	shoemake 2024-11-17 00:40:30	LT-T-Z:LP-DIR-T	g	5611	u	8	273			pmagpy-4.3.7	6.24e-06	6.44e-08	7.38e-08	6.49e-08	PKQA-5	PKQA	PKQA
PKQA-5I_LP-DIR-T-775	PKQA-5I_LP-DIR-T	PKQA-5I	2.9	302.6	32.5	0	0	0	0	13	633	This study	shoemake 2024-11-24 15:30:09	LT-T-Z:LP-DIR-T	g	5612	u	8	273			pmagpy-4.3.7	4.26e-06	1.71e-07	1.13e-07	7.47e-08	PKQA-5	PKQA	PKQA
PKQA-5I_LP-DIR-T-776	PKQA-5I_LP-DIR-T	PKQA-5I	1.7	308.8	33.0	0	0	0	0	14	663	This study	shoemake 2024-11-26 11:54:36	LT-T-Z:LP-DIR-T	g	5613	u	8	273			pmagpy-4.3.7	2.3e-06	4.05e-08	3.83e-08	4.46e-08	PKQA-5	PKQA	PKQA
PKQA-5I_LP-DIR-T-777	PKQA-5I_LP-DIR-T	PKQA-5I	4.5	337.6	15.0	0	0	0	0	15	693	This study	shoemake 2024-11-28 00:10:26	LT-T-Z:LP-DIR-T	g	5614	u	8	273			pmagpy-4.3.7	4.76e-08	1.65e-09	2.78e-09	1.96e-09	PKQA-5	PKQA	PKQA
PKQA-5I_LP-DIR-T-779	PKQA-5I_LP-DIR-T	PKQA-5I	2.7	336.7	15.6	0	0	0	0	17	693	This study	shoemake 2024-12-04 22:05:58	LT-T-Z:LP-DIR-T	g	5616	u	8	273			pmagpy-4.3.7	4.81e-08	1.16e-09	1.64e-09	1.24e-09	PKQA-5	PKQA	PKQA
PKQA-5I_LP-DIR-T-780	PKQA-5I_LP-DIR-T	PKQA-5I	2.0	330.2	33.8	0	0	0	0	18	723	This study	shoemake 2024-12-06 16:09:45	LT-T-Z:LP-DIR-T	g	5617	u	8	273			pmagpy-4.3.7	4.6e-08	1.06e-09	9.18e-10	9.82e-10	PKQA-5	PKQA	PKQA
PKQA-5I_LP-DIR-T-781	PKQA-5I_LP-DIR-T	PKQA-5I	5.1	353.3	20.9	0	0	0	0	19	753	This study	shoemake 2025-02-23 00:04:30	LT-T-Z:LP-DIR-T	g	5618	u	8	273			pmagpy-4.3.7	3.84e-08	3.25e-09	3.27e-09	3.86e-10	PKQA-5	PKQA	PKQA
PKQA-5I_LP-DIR-T-782	PKQA-5I_LP-DIR-T	PKQA-5I	5.0	320.1	34.4	0	0	0	0	20	783	This study	shoemake 2025-02-28 12:36:52	LT-T-Z:LP-DIR-T	g	5619	u	8	273			pmagpy-4.3.7	4.37e-08	3.32e-09	3.3e-09	6.17e-10	PKQA-5	PKQA	PKQA
PKQA-5J_LP-DIR-T-783	PKQA-5J_LP-DIR-T	PKQA-5J	5.5	267.0	34.0	0	0	0	0	0	273	This study	shoemake 2024-07-15 20:42:53	LT-NO:LP-DIR-T	g	5620	u	8	273			pmagpy-4.3.7	4.97e-05	4.7e-06	9.71e-07	6.32e-07	PKQA-5	PKQA	PKQA
PKQA-5J_LP-DIR-T-784	PKQA-5J_LP-DIR-T	PKQA-5J	1.6	266.5	33.6	0	0	0	0	1	77	This study	shoemake 2024-07-29 22:19:15	LT-LT-Z:LP-DIR-T	g	5621	u	8	273			pmagpy-4.3.7	4.42e-05	1.08e-06	3.73e-07	4.36e-07	PKQA-5	PKQA	PKQA
PKQA-5J_LP-DIR-T-785	PKQA-5J_LP-DIR-T	PKQA-5J	1.8	274.2	33.5	0	0	0	0	2	77	This study	shoemake 2024-08-11 19:56:12	LT-LT-Z:LP-DIR-T	g	5622	u	8	273			pmagpy-4.3.7	4.35e-05	1.23e-06	4.68e-07	4.21e-07	PKQA-5	PKQA	PKQA
PKQA-5J_LP-DIR-T-786	PKQA-5J_LP-DIR-T	PKQA-5J	8.5	279.2	32.8	0	0	0	0	3	343	This study	shoemake 2024-08-16 11:35:03	LT-T-Z:LP-DIR-T	g	5623	u	8	273			pmagpy-4.3.7	2.61e-05	3.79e-06	8.62e-07	2.38e-07	PKQA-5	PKQA	PKQA
PKQA-5J_LP-DIR-T-787	PKQA-5J_LP-DIR-T	PKQA-5J	5.2	280.7	32.6	0	0	0	0	4	343	This study	shoemake 2024-08-19 13:18:29	LT-T-Z:LP-DIR-T	g	5624	u	8	273			pmagpy-4.3.7	2.64e-05	2.32e-06	6.44e-07	3e-07	PKQA-5	PKQA	PKQA
PKQA-5J_LP-DIR-T-788	PKQA-5J_LP-DIR-T	PKQA-5J	6.5	279.9	32.5	0	0	0	0	5	373	This study	shoemake 2024-08-28 12:57:48	LT-T-Z:LP-DIR-T	g	5625	u	8	273			pmagpy-4.3.7	2.63e-05	2.9e-06	7e-07	2.42e-07	PKQA-5	PKQA	PKQA
PKQA-5J_LP-DIR-T-789	PKQA-5J_LP-DIR-T	PKQA-5J	6.1	281.2	32.4	0	0	0	0	6	403	This study	shoemake 2024-08-30 16:25:35	LT-T-Z:LP-DIR-T	g	5626	u	8	273			pmagpy-4.3.7	2.61e-05	2.67e-06	7.36e-07	2.11e-07	PKQA-5	PKQA	PKQA
PKQA-5J_LP-DIR-T-790	PKQA-5J_LP-DIR-T	PKQA-5J	3.4	282.8	32.2	0	0	0	0	7	433	This study	shoemake 2024-09-06 15:20:06	LT-T-Z:LP-DIR-T	g	5627	u	8	273			pmagpy-4.3.7	2.51e-05	1.39e-06	4.99e-07	2.57e-07	PKQA-5	PKQA	PKQA
PKQA-5J_LP-DIR-T-791	PKQA-5J_LP-DIR-T	PKQA-5J	1.8	276.0	31.9	0	0	0	0	8	463	This study	shoemake 2024-09-10 16:33:56	LT-T-Z:LP-DIR-T	g	5628	u	8	273			pmagpy-4.3.7	2.4e-05	6.65e-07	2.4e-07	2.51e-07	PKQA-5	PKQA	PKQA
PKQA-5J_LP-DIR-T-792	PKQA-5J_LP-DIR-T	PKQA-5J	4.6	295.5	31.4	0	0	0	0	9	483	This study	shoemake 2024-10-16 20:01:42	LT-T-Z:LP-DIR-T	g	5629	u	8	273			pmagpy-4.3.7	1.67e-05	1.18e-06	6.43e-07	1.6e-07	PKQA-5	PKQA	PKQA
PKQA-5J_LP-DIR-T-793	PKQA-5J_LP-DIR-T	PKQA-5J	3.8	293.6	30.7	0	0	0	0	10	513	This study	shoemake 2024-10-30 15:42:45	LT-T-Z:LP-DIR-T	g	5630	u	8	273			pmagpy-4.3.7	7.36e-06	4.17e-07	2.4e-07	8.97e-08	PKQA-5	PKQA	PKQA
PKQA-5J_LP-DIR-T-794	PKQA-5J_LP-DIR-T	PKQA-5J	2.0	294.9	31.0	0	0	0	0	11	543	This study	shoemake 2024-11-11 22:41:10	LT-T-Z:LP-DIR-T	g	5631	u	8	273			pmagpy-4.3.7	7.2e-06	1.96e-07	1.41e-07	9.06e-08	PKQA-5	PKQA	PKQA
PKQA-5J_LP-DIR-T-795	PKQA-5J_LP-DIR-T	PKQA-5J	1.9	295.2	31.3	0	0	0	0	12	573	This study	shoemake 2024-11-16 11:49:35	LT-T-Z:LP-DIR-T	g	5632	u	8	273			pmagpy-4.3.7	7e-06	1.99e-07	9.41e-08	1.02e-07	PKQA-5	PKQA	PKQA
PKQA-5J_LP-DIR-T-796	PKQA-5J_LP-DIR-T	PKQA-5J	1.2	296.5	31.6	0	0	0	0	13	603	This study	shoemake 2024-11-17 00:42:58	LT-T-Z:LP-DIR-T	g	5633	u	8	273			pmagpy-4.3.7	6.57e-06	6.93e-08	9.25e-08	9.51e-08	PKQA-5	PKQA	PKQA
PKQA-5J_LP-DIR-T-797	PKQA-5J_LP-DIR-T	PKQA-5J	2.2	302.8	31.1	0	0	0	0	14	633	This study	shoemake 2024-11-24 15:32:38	LT-T-Z:LP-DIR-T	g	5634	u	8	273			pmagpy-4.3.7	4.48e-06	1.29e-07	9.1e-08	8.14e-08	PKQA-5	PKQA	PKQA
PKQA-5J_LP-DIR-T-798	PKQA-5J_LP-DIR-T	PKQA-5J	1.8	307.9	30.5	0	0	0	0	15	663	This study	shoemake 2024-11-26 11:57:04	LT-T-Z:LP-DIR-T	g	5635	u	8	273			pmagpy-4.3.7	2.39e-06	4.47e-08	3.35e-08	5.14e-08	PKQA-5	PKQA	PKQA
PKQA-5J_LP-DIR-T-799	PKQA-5J_LP-DIR-T	PKQA-5J	2.1	342.6	19.4	0	0	0	0	16	693	This study	shoemake 2024-11-28 00:12:56	LT-T-Z:LP-DIR-T	g	5636	u	8	273			pmagpy-4.3.7	4.94e-08	9.93e-10	1.26e-09	1.22e-09	PKQA-5	PKQA	PKQA
PKQA-5J_LP-DIR-T-801	PKQA-5J_LP-DIR-T	PKQA-5J	3.6	340.5	19.5	0	0	0	0	18	693	This study	shoemake 2024-12-04 22:08:26	LT-T-Z:LP-DIR-T	g	5638	u	8	273			pmagpy-4.3.7	4.84e-08	1.34e-09	2.63e-09	9.71e-10	PKQA-5	PKQA	PKQA
PKQA-5J_LP-DIR-T-802	PKQA-5J_LP-DIR-T	PKQA-5J	2.3	323.5	29.9	0	0	0	0	19	723	This study	shoemake 2024-12-06 16:12:14	LT-T-Z:LP-DIR-T	g	5639	u	8	273			pmagpy-4.3.7	5.07e-08	1.16e-09	1.55e-09	9.56e-10	PKQA-5	PKQA	PKQA
PKQA-5J_LP-DIR-T-803	PKQA-5J_LP-DIR-T	PKQA-5J	8.3	342.4	17.1	0	0	0	0	20	753	This study	shoemake 2025-02-23 00:06:59	LT-T-Z:LP-DIR-T	g	5640	u	8	273			pmagpy-4.3.7	4.67e-08	4.04e-09	6.53e-09	8.71e-10	PKQA-5	PKQA	PKQA
PKQA-5J_LP-DIR-T-804	PKQA-5J_LP-DIR-T	PKQA-5J	7.9	325.0	24.9	0	0	0	0	21	783	This study	shoemake 2025-02-28 12:39:21	LT-T-Z:LP-DIR-T	g	5641	u	8	273			pmagpy-4.3.7	5.93e-08	5.43e-09	7.09e-09	1.2e-09	PKQA-5	PKQA	PKQA
PKQA-5K_LP-DIR-T-805	PKQA-5K_LP-DIR-T	PKQA-5K	1.4	273.5	34.0	0	0	0	0	0	273	This study	shoemake 2024-07-15 20:44:57	LT-NO:LP-DIR-T	g	5642	u	8	273			pmagpy-4.3.7	3.21e-05	4.63e-07	4.62e-07	4.52e-07	PKQA-5	PKQA	PKQA
PKQA-5K_LP-DIR-T-806	PKQA-5K_LP-DIR-T	PKQA-5K	1.4	277.7	33.7	0	0	0	0	1	77	This study	shoemake 2024-07-29 22:22:15	LT-LT-Z:LP-DIR-T	g	5643	u	8	273			pmagpy-4.3.7	2.89e-05	6.54e-07	1.63e-07	2.34e-07	PKQA-5	PKQA	PKQA
PKQA-5K_LP-DIR-T-807	PKQA-5K_LP-DIR-T	PKQA-5K	3.7	281.8	33.6	0	0	0	0	2	77	This study	shoemake 2024-08-11 19:58:45	LT-LT-Z:LP-DIR-T	g	5644	u	8	273			pmagpy-4.3.7	2.81e-05	1.79e-06	3.09e-07	3.07e-07	PKQA-5	PKQA	PKQA
PKQA-5K_LP-DIR-T-808	PKQA-5K_LP-DIR-T	PKQA-5K	1.4	289.1	32.3	0	0	0	0	3	343	This study	shoemake 2024-08-16 11:37:34	LT-T-Z:LP-DIR-T	g	5645	u	8	273			pmagpy-4.3.7	1.72e-05	3.24e-07	1.97e-07	2.08e-07	PKQA-5	PKQA	PKQA
PKQA-5K_LP-DIR-T-809	PKQA-5K_LP-DIR-T	PKQA-5K	3.0	292.0	32.3	0	0	0	0	4	373	This study	shoemake 2024-08-28 13:00:17	LT-T-Z:LP-DIR-T	g	5646	u	8	273			pmagpy-4.3.7	1.72e-05	8.32e-07	2.67e-07	2.09e-07	PKQA-5	PKQA	PKQA
PKQA-5K_LP-DIR-T-810	PKQA-5K_LP-DIR-T	PKQA-5K	5.8	286.6	32.3	0	0	0	0	5	403	This study	shoemake 2024-08-30 16:28:04	LT-T-Z:LP-DIR-T	g	5647	u	8	273			pmagpy-4.3.7	1.7e-05	1.66e-06	4.19e-07	2.25e-07	PKQA-5	PKQA	PKQA
PKQA-5K_LP-DIR-T-811	PKQA-5K_LP-DIR-T	PKQA-5K	2.2	291.5	31.9	0	0	0	0	6	433	This study	shoemake 2024-09-06 15:22:32	LT-T-Z:LP-DIR-T	g	5648	u	8	273			pmagpy-4.3.7	1.65e-05	5.78e-07	1.55e-07	2e-07	PKQA-5	PKQA	PKQA
PKQA-5K_LP-DIR-T-812	PKQA-5K_LP-DIR-T	PKQA-5K	3.1	288.0	31.8	0	0	0	0	7	463	This study	shoemake 2024-09-10 16:36:25	LT-T-Z:LP-DIR-T	g	5649	u	8	273			pmagpy-4.3.7	1.58e-05	8.14e-07	1.83e-07	1.83e-07	PKQA-5	PKQA	PKQA
PKQA-5K_LP-DIR-T-813	PKQA-5K_LP-DIR-T	PKQA-5K	10.9	299.3	31.4	0	0	0	0	8	483	This study	shoemake 2024-10-16 20:04:09	LT-T-Z:LP-DIR-T	g	5650	u	8	273			pmagpy-4.3.7	1.12e-05	1.92e-06	9.73e-07	1.67e-07	PKQA-5	PKQA	PKQA
PKQA-5K_LP-DIR-T-814	PKQA-5K_LP-DIR-T	PKQA-5K	7.6	302.0	31.3	0	0	0	0	9	483	This study	shoemake 2024-10-17 12:04:02	LT-T-Z:LP-DIR-T	g	5651	u	8	273			pmagpy-4.3.7	1.13e-05	1.31e-06	7.48e-07	1.93e-07	PKQA-5	PKQA	PKQA
PKQA-5K_LP-DIR-T-815	PKQA-5K_LP-DIR-T	PKQA-5K	8.8	301.7	31.3	0	0	0	0	10	483	This study	shoemake 2024-10-17 17:45:20	LT-T-Z:LP-DIR-T	g	5652	u	8	273			pmagpy-4.3.7	1.13e-05	1.52e-06	8.42e-07	1.61e-07	PKQA-5	PKQA	PKQA
PKQA-5K_LP-DIR-T-816	PKQA-5K_LP-DIR-T	PKQA-5K	2.2	299.6	30.7	0	0	0	0	11	513	This study	shoemake 2024-10-30 15:45:17	LT-T-Z:LP-DIR-T	g	5653	u	8	273			pmagpy-4.3.7	4.74e-06	1.65e-07	6.95e-08	5.82e-08	PKQA-5	PKQA	PKQA
PKQA-5K_LP-DIR-T-817	PKQA-5K_LP-DIR-T	PKQA-5K	7.7	300.2	31.2	0	0	0	0	12	543	This study	shoemake 2024-11-11 22:43:39	LT-T-Z:LP-DIR-T	g	5654	u	8	273			pmagpy-4.3.7	4.61e-06	5.58e-07	2.8e-07	6.71e-08	PKQA-5	PKQA	PKQA
PKQA-5K_LP-DIR-T-818	PKQA-5K_LP-DIR-T	PKQA-5K	5.6	300.3	31.2	0	0	0	0	13	573	This study	shoemake 2024-11-16 11:52:08	LT-T-Z:LP-DIR-T	g	5655	u	8	273			pmagpy-4.3.7	4.46e-06	3.9e-07	1.92e-07	7.78e-08	PKQA-5	PKQA	PKQA
PKQA-5K_LP-DIR-T-821	PKQA-5K_LP-DIR-T	PKQA-5K	1.7	303.7	31.3	0	0	0	0	16	603	This study	shoemake 2024-11-17 21:16:42	LT-T-Z:LP-DIR-T	g	5658	u	8	273			pmagpy-4.3.7	4.17e-06	9.07e-08	5.32e-08	6.7e-08	PKQA-5	PKQA	PKQA
PKQA-5K_LP-DIR-T-824	PKQA-5K_LP-DIR-T	PKQA-5K	2.7	304.4	31.1	0	0	0	0	19	633	This study	shoemake 2024-11-25 00:36:10	LT-T-Z:LP-DIR-T	g	5661	u	8	273			pmagpy-4.3.7	2.88e-06	1.04e-07	5.74e-08	6.9e-08	PKQA-5	PKQA	PKQA
PKQA-5K_LP-DIR-T-826	PKQA-5K_LP-DIR-T	PKQA-5K	2.1	310.2	31.1	0	0	0	0	21	663	This study	shoemake 2024-11-26 17:43:45	LT-T-Z:LP-DIR-T	g	5663	u	8	273			pmagpy-4.3.7	1.59e-06	3.95e-08	3.17e-08	3.42e-08	PKQA-5	PKQA	PKQA
PKQA-5K_LP-DIR-T-827	PKQA-5K_LP-DIR-T	PKQA-5K	6.9	338.6	14.8	0	0	0	0	22	693	This study	shoemake 2024-11-28 00:15:28	LT-T-Z:LP-DIR-T	g	5664	u	8	273			pmagpy-4.3.7	3.81e-08	1.9e-09	3.95e-09	1.6e-09	PKQA-5	PKQA	PKQA
PKQA-5K_LP-DIR-T-832	PKQA-5K_LP-DIR-T	PKQA-5K	2.3	335.7	14.5	0	0	0	0	27	693	This study	shoemake 2024-12-05 00:24:57	LT-T-Z:LP-DIR-T	g	5669	u	8	273			pmagpy-4.3.7	3.84e-08	5.25e-10	7.91e-10	1.3e-09	PKQA-5	PKQA	PKQA
PKQA-5K_LP-DIR-T-837	PKQA-5K_LP-DIR-T	PKQA-5K	4.4	329.3	29.6	0	0	0	0	32	723	This study	shoemake 2024-12-06 21:43:32	LT-T-Z:LP-DIR-T	g	5674	u	8	273			pmagpy-4.3.7	3.1e-08	8.78e-10	2.06e-09	8.56e-10	PKQA-5	PKQA	PKQA
PKQA-5K_LP-DIR-T-840	PKQA-5K_LP-DIR-T	PKQA-5K	6.9	347.6	22.4	0	0	0	0	35	753	This study	shoemake 2025-02-24 10:35:53	LT-T-Z:LP-DIR-T	g	5677	u	8	273			pmagpy-4.3.7	2.58e-08	2.41e-09	2.97e-09	1.23e-10	PKQA-5	PKQA	PKQA
PKQA-5L_LP-DIR-T-842	PKQA-5L_LP-DIR-T	PKQA-5L	2.2	273.1	34.2	0	0	0	0	0	273	This study	shoemake 2024-07-15 20:47:04	LT-NO:LP-DIR-T	g	5679	u	8	273			pmagpy-4.3.7	4.18e-05	1.35e-06	6.39e-07	6.18e-07	PKQA-5	PKQA	PKQA
PKQA-5L_LP-DIR-T-843	PKQA-5L_LP-DIR-T	PKQA-5L	1.6	272.0	33.8	0	0	0	0	1	77	This study	shoemake 2024-07-29 22:25:14	LT-LT-Z:LP-DIR-T	g	5680	u	8	273			pmagpy-4.3.7	3.75e-05	1.02e-06	2.61e-07	1.63e-07	PKQA-5	PKQA	PKQA
PKQA-5L_LP-DIR-T-844	PKQA-5L_LP-DIR-T	PKQA-5L	5.2	275.6	33.8	0	0	0	0	2	77	This study	shoemake 2024-08-11 20:01:15	LT-LT-Z:LP-DIR-T	g	5681	u	8	273			pmagpy-4.3.7	3.67e-05	3.3e-06	4.55e-07	2.39e-07	PKQA-5	PKQA	PKQA
PKQA-5L_LP-DIR-T-845	PKQA-5L_LP-DIR-T	PKQA-5L	3.0	288.6	32.3	0	0	0	0	3	343	This study	shoemake 2024-08-16 11:40:05	LT-T-Z:LP-DIR-T	g	5682	u	8	273			pmagpy-4.3.7	2.29e-05	1.1e-06	4.95e-07	1.35e-07	PKQA-5	PKQA	PKQA
PKQA-5L_LP-DIR-T-846	PKQA-5L_LP-DIR-T	PKQA-5L	3.7	291.9	32.4	0	0	0	0	4	373	This study	shoemake 2024-08-28 13:02:44	LT-T-Z:LP-DIR-T	g	5683	u	8	273			pmagpy-4.3.7	2.29e-05	1.4e-06	5.41e-07	1.23e-07	PKQA-5	PKQA	PKQA
PKQA-5L_LP-DIR-T-847	PKQA-5L_LP-DIR-T	PKQA-5L	3.5	289.3	32.2	0	0	0	0	5	403	This study	shoemake 2024-08-30 16:30:34	LT-T-Z:LP-DIR-T	g	5684	u	8	273			pmagpy-4.3.7	2.26e-05	1.27e-06	5.2e-07	1.24e-07	PKQA-5	PKQA	PKQA
PKQA-5L_LP-DIR-T-848	PKQA-5L_LP-DIR-T	PKQA-5L	1.8	290.2	32.1	0	0	0	0	6	433	This study	shoemake 2024-09-06 15:24:59	LT-T-Z:LP-DIR-T	g	5685	u	8	273			pmagpy-4.3.7	2.21e-05	6.18e-07	2.98e-07	1.13e-07	PKQA-5	PKQA	PKQA
PKQA-5L_LP-DIR-T-849	PKQA-5L_LP-DIR-T	PKQA-5L	3.4	286.2	32.0	0	0	0	0	7	463	This study	shoemake 2024-09-10 16:38:52	LT-T-Z:LP-DIR-T	g	5686	u	8	273			pmagpy-4.3.7	2.14e-05	1.23e-06	4.02e-07	1.2e-07	PKQA-5	PKQA	PKQA
PKQA-5L_LP-DIR-T-850	PKQA-5L_LP-DIR-T	PKQA-5L	3.7	293.9	31.2	0	0	0	0	8	483	This study	shoemake 2024-10-16 20:06:38	LT-T-Z:LP-DIR-T	g	5687	u	8	273			pmagpy-4.3.7	1.57e-05	9.06e-07	4.56e-07	1.28e-07	PKQA-5	PKQA	PKQA
PKQA-5L_LP-DIR-T-851	PKQA-5L_LP-DIR-T	PKQA-5L	3.6	301.0	30.3	0	0	0	0	9	513	This study	shoemake 2024-10-30 15:47:48	LT-T-Z:LP-DIR-T	g	5688	u	8	273			pmagpy-4.3.7	6.48e-06	3.42e-07	2.28e-07	3.49e-08	PKQA-5	PKQA	PKQA
PKQA-5L_LP-DIR-T-852	PKQA-5L_LP-DIR-T	PKQA-5L	5.6	299.8	30.8	0	0	0	0	10	543	This study	shoemake 2024-11-11 22:46:09	LT-T-Z:LP-DIR-T	g	5689	u	8	273			pmagpy-4.3.7	6.25e-06	5.24e-07	3.08e-07	5.66e-08	PKQA-5	PKQA	PKQA
PKQA-5L_LP-DIR-T-853	PKQA-5L_LP-DIR-T	PKQA-5L	4.2	301.7	30.6	0	0	0	0	11	573	This study	shoemake 2024-11-16 11:54:40	LT-T-Z:LP-DIR-T	g	5690	u	8	273			pmagpy-4.3.7	6.06e-06	3.67e-07	2.4e-07	7.01e-08	PKQA-5	PKQA	PKQA
PKQA-5L_LP-DIR-T-854	PKQA-5L_LP-DIR-T	PKQA-5L	2.2	305.2	30.9	0	0	0	0	12	603	This study	shoemake 2024-11-17 00:48:00	LT-T-Z:LP-DIR-T	g	5691	u	8	273			pmagpy-4.3.7	5.63e-06	1.66e-07	1.38e-07	6.23e-08	PKQA-5	PKQA	PKQA
PKQA-5L_LP-DIR-T-855	PKQA-5L_LP-DIR-T	PKQA-5L	7.9	303.8	31.0	0	0	0	0	13	633	This study	shoemake 2024-11-24 15:47:05	LT-T-Z:LP-DIR-T	g	5692	u	8	273			pmagpy-4.3.7	3.95e-06	4.56e-07	2.97e-07	6.57e-08	PKQA-5	PKQA	PKQA
PKQA-5L_LP-DIR-T-856	PKQA-5L_LP-DIR-T	PKQA-5L	7.5	309.2	30.3	0	0	0	0	14	663	This study	shoemake 2024-11-26 12:02:04	LT-T-Z:LP-DIR-T	g	5693	u	8	273			pmagpy-4.3.7	2.47e-06	2.55e-07	2e-07	4.58e-08	PKQA-5	PKQA	PKQA
PKQA-5L_LP-DIR-T-857	PKQA-5L_LP-DIR-T	PKQA-5L	5.2	337.1	19.4	0	0	0	0	15	693	This study	shoemake 2024-11-28 00:17:59	LT-T-Z:LP-DIR-T	g	5694	u	8	273			pmagpy-4.3.7	5.93e-08	2.44e-09	4.59e-09	1.74e-09	PKQA-5	PKQA	PKQA
PKQA-5L_LP-DIR-T-859	PKQA-5L_LP-DIR-T	PKQA-5L	8.9	338.1	19.8	0	0	0	0	17	693	This study	shoemake 2024-12-04 22:13:27	LT-T-Z:LP-DIR-T	g	5696	u	8	273			pmagpy-4.3.7	5.89e-08	3.79e-09	8.36e-09	1.33e-09	PKQA-5	PKQA	PKQA
PKQA-5L_LP-DIR-T-860	PKQA-5L_LP-DIR-T	PKQA-5L	3.4	337.4	30.4	0	0	0	0	18	723	This study	shoemake 2024-12-06 16:17:16	LT-T-Z:LP-DIR-T	g	5697	u	8	273			pmagpy-4.3.7	5.11e-08	1.6e-09	2.51e-09	9.39e-10	PKQA-5	PKQA	PKQA
PKQA-5L_LP-DIR-T-861	PKQA-5L_LP-DIR-T	PKQA-5L	5.7	345.4	20.7	0	0	0	0	19	753	This study	shoemake 2025-02-23 00:12:01	LT-T-Z:LP-DIR-T	g	5698	u	8	273			pmagpy-4.3.7	4.46e-08	3.4e-09	4.28e-09	4.77e-10	PKQA-5	PKQA	PKQA
PKQA-5L_LP-DIR-T-862	PKQA-5L_LP-DIR-T	PKQA-5L	6.8	327.3	33.9	0	0	0	0	20	783	This study	shoemake 2025-02-28 12:44:23	LT-T-Z:LP-DIR-T	g	5699	u	8	273			pmagpy-4.3.7	4.37e-08	3.94e-09	4.42e-09	5.67e-10	PKQA-5	PKQA	PKQA
PKQA-5M_LP-DIR-T-863	PKQA-5M_LP-DIR-T	PKQA-5M	2.6	282.4	34.1	0	0	0	0	0	273	This study	shoemake 2024-07-15 20:49:11	LT-NO:LP-DIR-T	g	5700	u	8	273			pmagpy-4.3.7	4.23e-05	1.68e-06	7.26e-07	6.45e-07	PKQA-5	PKQA	PKQA
PKQA-5M_LP-DIR-T-864	PKQA-5M_LP-DIR-T	PKQA-5M	4.3	280.7	33.7	0	0	0	0	1	77	This study	shoemake 2024-07-29 22:28:10	LT-LT-Z:LP-DIR-T	g	5701	u	8	273			pmagpy-4.3.7	3.78e-05	2.78e-06	5.51e-07	1.78e-07	PKQA-5	PKQA	PKQA
PKQA-5M_LP-DIR-T-865	PKQA-5M_LP-DIR-T	PKQA-5M	0.9	286.2	33.7	0	0	0	0	2	77	This study	shoemake 2024-08-11 20:03:47	LT-LT-Z:LP-DIR-T	g	5702	u	8	273			pmagpy-4.3.7	3.72e-05	4.85e-07	3.14e-07	2.64e-07	PKQA-5	PKQA	PKQA
PKQA-5M_LP-DIR-T-866	PKQA-5M_LP-DIR-T	PKQA-5M	7.5	294.5	32.3	0	0	0	0	3	343	This study	shoemake 2024-08-16 11:42:34	LT-T-Z:LP-DIR-T	g	5703	u	8	273			pmagpy-4.3.7	2.36e-05	2.84e-06	1.3e-06	1.94e-07	PKQA-5	PKQA	PKQA
PKQA-5M_LP-DIR-T-867	PKQA-5M_LP-DIR-T	PKQA-5M	2.7	289.9	32.2	0	0	0	0	4	343	This study	shoemake 2024-08-19 13:21:00	LT-T-Z:LP-DIR-T	g	5704	u	8	273			pmagpy-4.3.7	2.39e-05	1.06e-06	3.85e-07	1.56e-07	PKQA-5	PKQA	PKQA
PKQA-5M_LP-DIR-T-868	PKQA-5M_LP-DIR-T	PKQA-5M	0.8	294.6	32.1	0	0	0	0	5	373	This study	shoemake 2024-08-28 13:05:10	LT-T-Z:LP-DIR-T	g	5705	u	8	273			pmagpy-4.3.7	2.38e-05	2.58e-07	2.16e-07	1.65e-07	PKQA-5	PKQA	PKQA
PKQA-5M_LP-DIR-T-869	PKQA-5M_LP-DIR-T	PKQA-5M	4.3	303.3	31.8	0	0	0	0	6	403	This study	shoemake 2024-08-30 16:33:05	LT-T-Z:LP-DIR-T	g	5706	u	8	273			pmagpy-4.3.7	2.35e-05	1.49e-06	9.01e-07	2.4e-07	PKQA-5	PKQA	PKQA
